check_id,category,severity,status,file,record_id,field,observed,expected,tolerance,message
TRN-001,transport,info,passed,dc_market.csv,C03|M15,transport_cost_baseline,115.254828,115.25475,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|C01,transport_cost_baseline,50.882676,50.88252,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|C02,transport_cost_baseline,72.324954,72.32511000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|C03,transport_cost_baseline,16.042845,16.04304,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|C04,transport_cost_baseline,0.0,0.0,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|C05,transport_cost_baseline,71.444802,71.44488000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|C06,transport_cost_baseline,99.539466,99.53931000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|C07,transport_cost_baseline,133.979391,133.97943,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|C08,transport_cost_baseline,45.769854,45.77001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|M09,transport_cost_baseline,22.640865,22.64067,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|M10,transport_cost_baseline,46.470216,46.470060000000004,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|M11,transport_cost_baseline,50.489985,50.490179999999995,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|M12,transport_cost_baseline,77.352405,77.35221,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|M13,transport_cost_baseline,47.527233,47.52735,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|M14,transport_cost_baseline,87.613734,87.61389000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C04|M15,transport_cost_baseline,130.700973,130.70109,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|C01,transport_cost_baseline,68.021811,68.02185,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|C02,transport_cost_baseline,106.119273,106.11939000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|C03,transport_cost_baseline,56.090307,56.09019,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|C04,transport_cost_baseline,71.791785,71.79198,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|C05,transport_cost_baseline,0.0,0.0,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|C06,transport_cost_baseline,58.291077,58.29096,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|C07,transport_cost_baseline,157.928862,157.92894,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|C08,transport_cost_baseline,33.273747,33.27363,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|M09,transport_cost_baseline,77.469444,77.4696,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|M10,transport_cost_baseline,96.102318,96.10224000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|M11,transport_cost_baseline,112.790067,112.78995,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|M12,transport_cost_baseline,22.489194,22.48935,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|M13,transport_cost_baseline,31.405296,31.40514,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|M14,transport_cost_baseline,103.546794,103.54695,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C05|M15,transport_cost_baseline,66.55935,66.55935,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|C01,transport_cost_baseline,83.309187,83.30907,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|C02,transport_cost_baseline,162.070779,162.07074,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|C03,transport_cost_baseline,84.552468,84.55239,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|C04,transport_cost_baseline,102.587862,102.58794,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|C05,transport_cost_baseline,58.616883,58.617000000000004,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|C06,transport_cost_baseline,0.0,0.0,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|C07,transport_cost_baseline,216.356634,216.35679,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|C08,transport_cost_baseline,57.886608,57.88653,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|M09,transport_cost_baseline,118.498419,118.49838,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|M10,transport_cost_baseline,112.471476,112.47131999999999,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|M11,transport_cost_baseline,144.356121,144.35616000000002,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|M12,transport_cost_baseline,41.739906,41.73975,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|M13,transport_cost_baseline,85.894224,85.89438,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|M14,transport_cost_baseline,161.974605,161.97480000000002,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C06|M15,transport_cost_baseline,91.669032,91.66911,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|C01,transport_cost_baseline,180.712545,180.71235000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|C02,transport_cost_baseline,66.72627,66.72627,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|C03,transport_cost_baseline,146.022318,146.02224,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|C04,transport_cost_baseline,134.907786,134.90762999999998,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|C05,transport_cost_baseline,159.563976,159.56382,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|C06,transport_cost_baseline,216.378279,216.37824000000003,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|C07,transport_cost_baseline,0.0,0.0,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|C08,transport_cost_baseline,166.168236,166.16808,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|M09,transport_cost_baseline,116.311572,116.31165000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|M10,transport_cost_baseline,157.455675,157.45587,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|M11,transport_cost_baseline,117.484809,117.48477,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|M12,transport_cost_baseline,182.719563,182.71968,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|M13,transport_cost_baseline,136.172595,136.17279,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|M14,transport_cost_baseline,58.328517,58.3284,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C07|M15,transport_cost_baseline,188.965413,188.96553,0.0005,distance times transport rate (6-decimal output rounding)
